date,open,high,low,close,adjusted_close,volume,polarity,close_2d_mavg,volume_2d_mavg,polarity_2d_mavg,close_3d_mavg,volume_3d_mavg,polarity_3d_mavg,close_5d_mavg,volume_5d_mavg,polarity_5d_mavg,close_7d_mavg,volume_7d_mavg,polarity_7d_mavg,close_14d_mavg,volume_14d_mavg,polarity_14d_mavg,daily_pct_change,macd,signal_line,rsi,vwap
2024-03-04,198.73,199.75,186.72,188.14,188.14,134334891,0.47385,195.39,108289004.0,0.5862886363636364,197.5533333333333,100828325.66666667,0.6276686147186147,198.88599999999997,102187309.4,0.6115758941058941,197.97142857142856,100217938.71428572,0.5432863529327816,196.06214285714285,100199699.28571428,0.5434610326849652,-7.155546782471378,0.11243016414394447,-0.5898284428586051,50.008089305937546,195.65787264701896
2024-03-05,183.05,184.59,177.57,180.74,180.74,119660797,0.1676341463414634,184.44,126997844.0,0.32074207317073167,190.50666666666666,112079601.66666667,0.4467371396895787,195.08800000000002,104390389.2,0.5165741519456153,196.36714285714285,106049206.57142857,0.5274305166958477,195.8278571428571,102549793.57142857,0.5170879615052738,-3.9332412033591835,-1.1481423018269084,-0.7014912146522658,47.48079877112135,194.5713398255589
2024-03-06,179.99,181.576,173.7,176.54,176.54,107920898,0.2706,178.64,113790847.5,0.21911707317073165,181.80666666666664,120638862.0,0.3040280487804877,189.988,106013334.4,0.4642479980994615,193.10142857142856,105502606.0,0.49944480241013345,194.95857142857145,104458215.42857143,0.4887439138862262,-2.323780015491872,-2.4577287945183173,-1.052738730625476,40.58195325800958,193.48959339958765
2024-03-07,174.35,180.04,173.7,178.65,178.65,102129000,0.4744,177.595,105024949.0,0.37249999999999994,178.64333333333335,109903565.0,0.30421138211382104,185.34199999999998,109257740.6,0.41704228381374725,190.08999999999997,104571692.0,0.4754101085325824,193.40142857142857,103122301.35714285,0.47862962817194044,1.1951965560213162,-3.2874307042392843,-1.499677125348238,30.174608948708624,192.59422066460658
2024-03-08,181.5,182.73,174.7,175.34,175.34,85544641,0.408125,176.995,93836820.5,0.44126249999999995,176.84333333333333,98531513.0,0.3843749999999999,179.882,109918045.4,0.3589218292682927,186.27571428571426,102534330.42857143,0.45768071292818685,191.64357142857145,101279296.92857143,0.47076058055289277,-1.8527847746991344,-4.1640640442857375,-2.032554509135738,28.707388821595444,191.92346168120662
2024-03-11,175.445,182.87,174.8,177.77,177.77,85391531,0.45255,176.555,85468086.0,0.43033749999999993,177.25333333333333,91021724.0,0.44502499999999995,177.808,100129373.4,0.3546618292682927,182.8314285714286,102460696.42857143,0.42084091700981946,190.50142857142856,99911135.07142857,0.4669762055528928,1.3858788639215192,-4.609585162051076,-2.5479606397188057,35.20266518600779,191.34917878533386
2024-03-12,177.77,179.43,172.4101,177.54,177.54,87391680,0.2791428571428571,177.655,86391605.5,0.36584642857142846,176.88333333333333,86109284.0,0.37993928571428565,177.16799999999998,93675550.0,0.3769635714285714,179.24571428571429,103196205.42857143,0.36090028621204573,189.2707142857143,98735969.35714285,0.44663819534881116,-0.1293806604038994,-4.924456862157257,-3.023259884206496,33.82159624413144,190.72550678625285
2024-03-13,173.05,176.05,169.15,169.48,169.48,106524492,0.42415,173.51,96958086.0,0.35164642857142847,174.92999999999998,93102567.66666667,0.38528095238095234,175.756,93396268.8,0.4076735714285714,176.57999999999998,99223291.28571428,0.35380028621204573,187.2757142857143,99720615.0,0.44854331957241367,-4.539822011940975,-5.757995010534955,-3.570206909472188,26.197375149139262,189.79448598870056
2024-03-14,167.77,171.17,160.51,162.5,162.5,126325695,0.5462142857142858,165.99,116425093.5,0.4851821428571428,169.84,106747289.0,0.4165023809523809,172.526,98235607.8,0.4220364285714286,173.97428571428574,100175419.57142857,0.40788316326530616,185.17071428571427,103112313.07142857,0.4676568399805769,-4.118480056643847,-6.902242904443,-4.236614108466351,25.527321043016116,188.4290441387281
2024-03-15,163.16,165.1845,160.76,163.57,163.57,97146828,0.4715909090909091,163.035,111736261.5,0.5089025974025974,165.18333333333334,109999005.0,0.4806517316017316,170.17199999999997,100556045.2,0.43472961038961044,172.1214285714286,98636266.71428572,0.4365961502782932,182.61142857142858,102069436.35714285,0.46802047634421323,0.6584615384615411,-7.634719255459942,-4.916235137865069,16.731662024141116,187.41358253254904
2024-03-18,170.02,174.72,165.9,173.8,173.8,108214398,0.4401739130434783,168.685,102680613.0,0.4558824110671936,166.62333333333333,110562307.0,0.4859930359495577,169.378,105120618.6,0.4322543929983061,171.42857142857142,99505609.28571428,0.43170670928450433,180.7592857142857,102038650.64285715,0.4535584089085433,6.254203093476818,-7.305523014741453,-5.3940927132403464,29.662745098039238,186.73030498597058
2024-03-19,172.36,172.82,167.42,171.32,171.32,77271430,0.3836,172.56,92742914.0,0.411886956521739,169.56333333333333,94210885.33333333,0.43178827404479575,168.13400000000001,103096568.6,0.4531458215697347,170.8542857142857,98323722.0,0.4282031378559329,178.56500000000003,100429026.21428572,0.44294192539205984,-1.4269275028768846,-7.162186666432206,-5.747711503878719,25.969962453066344,186.24887449589983
2024-03-20,173.0,176.25,170.82,175.66,175.66,83846727,0.2474374999999999,173.49,80559078.5,0.31551874999999985,173.59333333333333,89777518.33333333,0.3570704710144927,169.37,98561015.6,0.41780332156973465,170.55285714285714,98103035.71428572,0.3989013521416472,176.69214285714287,100281866.07142857,0.40987113457573326,2.533271071678733,-6.622054921558231,-5.9225801874146216,30.748898678414108,185.87405996541744
2024-03-21,176.39,178.18,171.8,172.82,172.82,73178008,0.5469,174.24,78512367.5,0.39716874999999985,173.26666666666665,78098721.66666667,0.3926458333333332,171.434,87931478.2,0.4179404644268775,169.87857142857143,96072511.14285715,0.4371523725498105,174.56214285714287,99634358.28571428,0.3990263293809281,-1.6167596493225522,-6.34996247276456,-6.0080566444846095,28.754630948988336,185.56617485410308
2024-03-22,166.69,171.2,166.3,170.83,170.83,75580641,0.3928999999999999,171.825,74379324.5,0.46989999999999993,173.10333333333332,77535125.33333333,0.39574583333333324,172.886,83618240.8,0.4022022826086956,170.07142857142858,91651961.0,0.43268808683552473,173.32571428571427,95437626.14285715,0.3932441865237853,-1.1514870964008717,-6.223166822310645,-6.051078680049817,34.992196982833406,185.13625472969184
2024-03-25,168.76,175.24,168.73,172.63,172.63,74228625,0.3518260869565218,171.73000000000002,74904633.0,0.37236304347826077,172.09333333333333,74329091.33333333,0.43054202898550714,172.652,76821086.2,0.38453271739130435,171.51857142857145,84209522.42857143,0.40491834415584416,172.74642857142857,92192471.0,0.4064007537105751,1.0536790961774845,-5.909316477113862,-6.022726239462626,42.212406376032256,184.80612203140447
2024-03-26,178.58,184.25,177.38,177.67,177.67,113186203,0.5435769230769231,175.14999999999998,93707414.0,0.4477015050167224,173.71,87665156.33333333,0.4294343366778149,173.922,84004040.8,0.4165281020066889,173.53285714285715,86500861.71428572,0.41520206043956037,172.82714285714286,92568564.21428572,0.4258991053589268,2.9195388982216297,-5.194028412049562,-5.856986673980013,51.067851067851066,184.61736366709704
2024-03-27,181.41,181.91,176.0,179.83,179.83,81804039,0.6336999999999999,178.75,97495121.0,0.5886384615384614,176.71,89739622.33333333,0.5097010033444815,174.756,83595503.2,0.4937806020066889,174.39428571428567,82727953.28571428,0.4428486442904921,172.9114285714286,91116781.28571428,0.43727767678749824,1.2157370405808665,-4.4021186355797965,-5.56601306629997,51.114048338368576,184.47580578559612
2024-03-28,177.45,179.57,175.3,175.79,175.79,77654844,0.4493333333333333,177.81,79729441.5,0.5415166666666666,177.76333333333332,90881695.33333333,0.5422034188034187,175.35,84490870.4,0.4742672686733556,175.03285714285715,82782726.71428572,0.45223912048096826,172.94357142857143,90553224.35714285,0.4402211291684505,-2.2465662014124588,-4.053789111159574,-5.263568275271891,50.41907245297074,184.29055624456257
2024-04-01,176.17,176.75,170.21,175.22,175.22,81562125,0.3078181818181818,175.505,79608484.5,0.37857575757575757,176.9466666666667,80340336.0,0.4636171717171716,176.228,85687167.2,0.457250905036992,174.97,82456355.0,0.46086493216928,172.76142857142855,90279695.35714285,0.4298831421554636,-0.3242505261960238,-3.780154422669,-4.966885504751313,47.54003472892146,184.03482149775235
2024-04-02,164.75,167.69,163.43,166.63,166.63,116650602,0.020695652173913,170.925,99106363.5,0.16425691699604741,172.54666666666665,91955857.0,0.25928238910847595,175.028,94171562.6,0.3910248180804702,174.08571428571426,88666725.57142857,0.385692882479839,171.98214285714286,92369618.35714285,0.41142262751482467,-4.902408400867486,-4.20793175308043,-4.815094754417137,40.93703272968933,183.40943640594875
2024-04-03,164.02,168.82,163.28,168.38,168.38,82950141,0.42144,167.505,99800371.5,0.2210678260869565,170.07666666666668,93720956.0,0.2499846113306982,173.17000000000002,88124350.2,0.3665974334650856,173.7357142857143,89719511.28571428,0.38977002533698185,171.9035714285714,90685736.14285715,0.4112290560862532,1.050231050831174,-4.355530154364828,-4.723181834406676,48.97921306607276,183.01216279496867
2024-04-04,170.07,177.19,168.01,171.11,171.11,123162000,0.184,169.745,103056070.5,0.30272,168.70666666666668,107587581.0,0.20871188405797092,171.426,96395942.4,0.27665743346508564,173.51857142857142,96709993.42857143,0.3657948700574787,172.51857142857142,90459757.92857143,0.3853566071066615,1.6213326998455901,-4.203756478398304,-4.619296763205002,58.674188998589564,182.63745678800151
2024-04-05,169.08,170.86,160.51,164.9,164.9,143157594,0.0575238095238095,168.005,133159797.0,0.12076190476190475,168.13,116423245.0,0.22098793650793644,169.248,109496492.4,0.19829552870318085,171.69428571428574,100991620.71428572,0.29635871097846245,172.61357142857145,93746241.21428572,0.3557803857090115,-3.6292443457425105,-4.532324037360155,-4.601902218036033,51.214168340332314,181.97656119734728
2024-04-08,169.34,174.5,167.79,172.98,172.98,104423297,0.4355555555555555,168.94,123790445.5,0.2465396825396825,169.66333333333333,123580963.66666667,0.22569312169312158,168.8,114068726.8,0.2238430034506556,170.71571428571428,104222943.28571428,0.2680523617721133,172.555,93475448.28571428,0.35545050303130266,4.899939357186156,-4.093539942103945,-4.5002297628496155,49.22082858228808,181.69815284217526
2024-04-09,172.91,179.22,171.92,176.88,176.88,103232703,0.563875,174.93,103828000.0,0.4997152777777778,171.58666666666667,116937864.66666667,0.35231812169312154,170.85,111385147.0,0.332478873015873,170.87142857142857,107876923.14285715,0.28441545701020854,172.95214285714286,95329824.92857143,0.36832728874558834,2.25459590704129,-3.3920020903549926,-4.278584228350692,55.144337527757216,181.5488939947415
2024-04-10,173.04,174.93,170.01,171.76,171.76,84532406,0.5557407407407408,174.32,93882554.5,0.5598078703703704,173.87333333333333,97396135.33333333,0.5183904320987653,171.526,111701600.0,0.35933902116402117,170.37714285714284,108301249.0,0.31983296542771694,172.67357142857142,95378802.0,0.39034894879849846,-2.8946178199909522,-3.2121419262741426,-4.065295767935382,46.44290404961692,181.3530537893148
2024-04-11,172.55,175.88,168.51,174.6,174.6,94515992,0.4787368421052632,173.18,89524199.0,0.517238791423002,174.41333333333333,94093700.33333333,0.5327841942820012,172.224,105972398.4,0.4182863895850738,171.51571428571427,105139161.85714285,0.38526742113219553,172.80071428571426,96902943.71428572,0.3854801518060173,1.6534699580810441,-2.8080675307546983,-3.813850120499245,51.62349507479022,181.16114133035097
2024-04-12,172.34,173.8099,170.3644,171.05,171.05,64722672,0.4673125,172.825,79619332.0,0.4730246710526316,172.47,81257023.33333333,0.5005966942820013,173.454,90285414.0,0.5002441276803118,171.89714285714285,102535237.71428572,0.39182063541790985,172.81642857142856,96127374.5,0.3907953303774458,-2.033218785796098,-2.742675140752226,-3.5996151245498416,50.19510464703795,181.0152947131662
2024-04-15,170.24,170.69,161.38,161.48,161.48,100245297,0.2849166666666666,166.265,82483984.5,0.3761145833333333,169.04333333333332,86494653.66666667,0.4103220029239765,171.154,89449814.0,0.47011634990253415,170.52142857142857,99261423.0,0.4062373020845765,172.02,97985708.21428572,0.3860160860710276,-5.59485530546625,-3.4236050330209196,-3.5644131062440576,41.30943102104443,180.62890777130198
2024-04-16,156.742,158.19,153.75,157.11,157.11,96999961,0.2102413793103448,159.29500000000002,98622629.0,0.2475790229885057,163.21333333333334,87322643.33333333,0.32082351532567044,167.2,88203265.6,0.3993896257646031,169.40857142857143,92667475.42857143,0.4280540977683673,170.5514285714286,96829548.07142857,0.36220640437341484,-2.7062174882338197,-4.266685660490452,-3.7048676170933366,33.805923125393846,180.0909111544598
2024-04-17,157.64,158.33,153.78,155.45,155.45,82439719,0.5672,156.28,89719840.0,0.3887206896551724,158.01333333333335,93228325.66666667,0.3541193486590038,163.93800000000002,87784728.2,0.40168147761645495,166.9042857142857,89526964.28571428,0.44686044697471644,168.81,96874953.78571428,0.3574564043734149,-1.056584558589535,-5.011017369641905,-3.9660975676030508,30.64464909495078,179.6428867898487
2024-04-18,151.25,152.2,148.7,149.93,149.93,96098828,0.3804399999999999,152.69,89269273.5,0.47381999999999996,154.16333333333333,91846169.33333333,0.3859604597701149,159.004,88101295.4,0.38202210919540225,163.05428571428573,88507839.28571428,0.42065544697471646,166.9628571428571,98192381.21428572,0.3525354519924625,-3.5509810228369187,-5.9774195079270385,-4.368361955667848,29.941048712379782,179.02346917746084
2024-04-19,148.97,150.94,146.22,147.05,147.05,87074492,0.1467692307692307,148.49,91586660.0,0.2636046153846153,150.81,88537679.66666667,0.36480307692307684,154.204,92571659.4,0.3179134553492484,159.52428571428572,88870994.42857143,0.362230945550215,164.95071428571427,98586121.71428572,0.341031955488966,-1.9208964183285548,-6.896197029285162,-4.873928970391312,28.90519694473568,178.44297785533715
2024-04-22,140.56,144.44,138.8025,142.05,142.05,107097602,0.3117619047619047,144.55,97086047.0,0.2292655677655677,146.34333333333333,96756974.0,0.2796570451770451,150.318,93942120.4,0.3232825029682961,154.8742857142857,90668367.28571428,0.3383773830725924,163.195,97903764.57142857,0.36182240210239397,-3.4002040122407373,-7.93630822659668,-5.4864048216323855,30.54764165875278,177.61601361109527
2024-04-23,143.33,147.26,141.11,144.68,144.68,124545102,0.3746774193548387,143.365,115821352.0,0.34321966205837173,144.59333333333333,106239065.33333333,0.2777361849619914,147.83200000000002,99451148.6,0.35616971097719485,151.10714285714286,99214428.71428572,0.32514380012328364,161.50214285714287,100874833.21428572,0.35848221777059674,1.8514607532558847,-8.450967333019122,-6.079317323909733,31.501717140181086,176.76609167394037
2024-04-24,162.84,167.97,157.51,162.13,162.13,181178000,0.3669756097560975,153.405,152861551.0,0.3708265145554681,149.62,137606901.33333334,0.35113831129094697,149.16799999999998,119198804.8,0.3161248329284143,151.20000000000002,110776243.42857143,0.3368665062789166,160.8607142857143,105018833.21428572,0.37155190418174655,12.061100359413878,-7.365860167589204,-6.336625892645628,44.30058390454429,176.2561790515591
2024-04-25,158.96,170.88,158.36,170.18,170.18,126427508,0.7007,166.155,153802754.0,0.5338378048780488,158.99666666666667,144050203.33333334,0.48078434303697876,153.21800000000002,125264540.8,0.3801768329284143,153.06714285714287,114980178.71428572,0.40693202352029595,161.23785714285714,103823827.07142857,0.4174930606443316,4.965151421698644,-5.789598312422299,-6.227220376600963,53.27462168196477,176.01751702861537
2024-04-26,168.85,172.12,166.37,168.29,168.29,109815695,0.5302222222222223,169.235,118121601.5,0.6154611111111111,166.86666666666667,139140401.0,0.5326326106594399,157.46599999999998,129812781.4,0.4568674312190126,154.90142857142857,118891032.42857143,0.4016494838377563,160.90285714285713,104208998.35714285,0.42425496540623636,-1.1105887883417598,-4.6394262229049446,-5.909661545861759,46.84938868735725,175.87037643301764
2024-04-29,188.42,198.87,184.54,194.05,194.05,243869703,0.4706249999999999,181.17000000000002,176842699.0,0.500423611111111,177.50666666666666,160037635.33333334,0.5671824074074074,167.866,157167201.6,0.48864005026663165,161.20428571428573,140001157.42857143,0.41453305526632767,162.12928571428571,114254498.35714285,0.41759425112052206,15.30691068988057,-1.6304945149024093,-5.053828139669889,58.91577526222869,176.60235122830173
2024-04-30,186.98,190.95,182.8401,183.28,183.28,127031797,0.5667105263157894,188.66500000000002,185450750.0,0.5186677631578946,181.87333333333333,160239065.0,0.5225192495126706,175.586,157664540.6,0.5270466716588219,166.38000000000002,145709343.85714287,0.4745246689158361,162.95214285714286,117290169.14285715,0.4183778072330256,-5.550115949497558,-0.11363355262233199,-4.065789222260378,55.65038257798706,176.80620410823846
2024-05-01,182.0,185.86,179.01,179.99,179.99,92829719,0.5990588235294118,181.635,109930758.0,0.5828846749226005,185.77333333333334,154577073.0,0.5454647832817336,179.158,139994884.4,0.5734633144134846,171.79999999999998,143671074.85714287,0.5155670858826228,163.33714285714288,117169721.07142857,0.42697223447760757,-1.7950676560453904,0.8136351050343933,-3.0899043568014237,52.63209297782987,176.88384037612755
2024-05-02,182.86,184.6,176.02,180.01,180.01,89148039,0.6949166666666667,180.0,90988879.0,0.6469877450980392,181.09333333333333,103003185.0,0.6202286721706226,181.124,132538990.6,0.5723066477468179,176.84714285714284,138614351.57142857,0.5613155497843125,163.97714285714287,118914390.14285715,0.4432296749537981,0.011111728429336054,1.5324508897508053,-2.165433307490978,54.53166093465506,176.934570968161
2024-05-03,182.1,184.78,178.42,181.19,181.19,75491539,0.6357058823529412,180.6,82319789.0,0.665311274509804,180.39666666666668,85823099.0,0.6432271241830065,183.704,125674159.4,0.5934033797729619,179.57,123516285.71428572,0.5997055887267189,165.385,117146264.57142857,0.4682860475028177,0.6555191378256886,2.1722928761838887,-1.2978880707560048,60.89311373936112,176.99231666375016
2024-05-06,183.8,187.56,182.2,184.76,184.76,84390250,0.4523,182.975,79940894.5,0.5440029411764705,181.98666666666668,83009942.66666667,0.5943075163398693,181.846,93778268.8,0.5897383797729618,181.65285714285713,117510963.14285715,0.5642198744410044,167.35999999999999,116245570.92857143,0.48557594898065026,1.9703074121088404,2.9336244282191046,-0.4515855709609829,65.41764246682278,177.10260481517733
2024-05-07,182.4,183.26,177.4,177.81,177.81,75045852,0.5703428571428572,181.285,79718051.0,0.5113214285714285,181.25333333333333,78309213.66666667,0.5527829131652661,180.752,83381079.8,0.5904648459383754,183.01285714285717,112543842.71428572,0.5699513937153808,168.95714285714286,115717437.57142857,0.4858004387765686,-3.761636717904304,2.942261690603175,0.2271838813518487,61.77337826453244,177.13207291800902
2024-05-08,171.59,176.06,170.15,174.72,174.72,79969484,0.6793529411764706,176.265,77507668.0,0.6248478991596639,179.09666666666666,79801862.0,0.5673319327731092,179.698,80809032.8,0.6065236694677871,180.25142857142856,89129525.71428572,0.5997696710263053,170.72785714285715,114565341.57142857,0.5071513631463164,-1.737810021933528,2.6690030022647306,0.7155477055344251,63.39565546309305,177.08678118128194
2024-05-09,175.01,175.62,171.37,171.97,171.97,65950289,0.6624285714285714,173.345,72959886.5,0.6708907563025209,174.83333333333334,73655208.33333333,0.6373747899159663,178.09,76169482.8,0.600026050420168,178.6357142857143,80403596.0,0.6134436774709885,172.50785714285715,113056469.92857143,0.5439841731934122,-1.5739468864468864,2.205122229324189,1.013462610292378,63.48484848484847,177.04334878332116
2024-05-10,173.05,173.0599,167.75,168.47,168.47,72627188,0.3868571428571429,170.22,69288738.5,0.5246428571428571,171.72,72848987.0,0.5762128851540617,175.546,75596612.6,0.5502563025210083,176.99,77517520.14285715,0.5831291516606643,174.39499999999998,110594297.5,0.5493481187716436,-2.0352387044251907,1.5373510000480053,1.1182402882435036,64.53245324532452,176.95936478667284
2024-05-13,170.0,175.4,169.0,171.89,171.89,67018898,0.330875,170.18,69823043.0,0.3588660714285714,170.77666666666664,68532125.0,0.46005357142857145,172.972,72122342.2,0.5259713025210084,175.83,74356214.28571428,0.5311231992797119,176.33857142857144,106485282.92857143,0.5462193745320122,2.0300350210719964,1.269469256312533,1.1484860818573095,64.83804122586977,176.9081680696951
2024-05-14,174.496,179.49,174.07,177.55,177.55,86407422,0.1607333333333333,174.72,76713160.0,0.2458041666666666,172.63666666666666,75351169.33333333,0.2928218253968254,172.92000000000002,74394656.2,0.4440493977591037,175.31,75915626.14285715,0.46326997799119646,177.44,99715955.92857143,0.5314877833589576,3.292803537145872,1.496633482658666,1.2181155620175808,59.64956195244056,176.90988899234088
2024-05-15,179.9,180.0,173.11,173.99,173.99,79662992,0.4235384615384615,175.77,83035207.0,0.2921358974358973,174.47666666666666,77696437.33333333,0.3050489316239316,172.774,74333357.8,0.3928865018315018,173.77142857142857,75240303.57142857,0.4591611867824052,177.71214285714288,96375633.35714285,0.5116905306117049,-2.005068994649395,1.3735668966602645,1.2492058289461176,52.52619016045617,176.89513245135478
2024-05-16,174.1,175.79,171.43,174.84,174.84,59812219,0.4899130434782609,174.41500000000002,69737605.5,0.4567257525083611,175.46,75294211.0,0.35806161278335197,173.348,73105743.8,0.35838339624143967,173.34714285714287,73064070.28571428,0.4476712134017486,178.18,92803956.5,0.5088113035585647,0.4885338237829773,1.3293002905741957,1.2652247212717334,54.40365738873203,176.86904261891314
2024-05-17,173.55,179.63,172.75,177.46,177.46,77445852,0.4704761904761904,176.15,68629035.5,0.48019461697722554,175.43000000000004,72307021.0,0.4613092318309709,175.14600000000002,74069476.6,0.37510720576524925,173.73857142857145,72703551.42857143,0.41783167758742296,176.99499999999998,80916538.57142857,0.5088006743068642,1.4985129261038788,1.4884726044318484,1.3098742979037563,33.80831544017177,176.86607303806065
2024-05-20,177.56,177.754,173.52,174.95,174.95,61727434,0.1837142857142857,176.20499999999998,69586643.0,0.32709523809523794,175.75,66328501.666666664,0.381367839889579,175.758,73011183.8,0.34567506290810635,174.16428571428574,72100286.42857143,0.34944392248538214,176.4,76251941.21428572,0.4814437999781852,-1.4144032458018763,1.3959896867484645,1.327097375672698,40.307191063532684,176.85270072278308
2024-05-21,175.51,186.875,174.71,186.6,186.6,115266492,0.6437826086956522,180.77499999999998,88496963.0,0.41374844720496884,179.67,84813259.33333333,0.4326576949620427,177.56799999999998,78782997.8,0.4422849179805701,176.75428571428571,78191615.57142857,0.38614756046231197,176.87214285714285,77854567.85714285,0.48463835606148814,6.659045441554734,2.2369675753241722,1.509071415602993,56.43872978764854,176.95163165929551
